Date,Question,Comment,Purpose,Customer focused,Innovation ,One team,Empowered/Development/ (Potential),Diversity & Well-Being,Score,Group,Driver/Value
2024-05-08 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,I am able to schedule my own work in a matter that allows me to find a good life/work balance,0,0,0,0,0,1,10,Engagement,Autonomy
2024-05-01 00:00:00,I can count on my coworkers to help out when needed.,"Recognizing the whole team as everyone is always happy to help and brainstorm ideas. Special recognition to Kasia, Momo and Moni for answering some many random questions very quickly. These quick exchanges of ideas help a lot with providing the customer with a good resolution and provides me with confidence, so I don't need to dwell on certain complaints for so long.",0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-04-03 00:00:00,The demands of my workload are manageable.,There are 24 hours in a day. We got this.,1,0,0,0,0,0,10,Engagement,Workload
2024-05-01 00:00:00,My job enables me to learn and develop new skills.,"I don't feel like I am learning new skills through my work, if I am learning skills it is independently and not necessarily relevant or applicable to my role",0,0,0,0,1,0,5,Engagement,Growth
2024-05-03 00:00:00,"If I do great work, I know that it will be recognized.",Managers try to not miss a chance to recognize contributed effort  putted into work.,0,0,0,1,0,0,10,Engagement,Recognition
2024-05-10 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,Pay is never justified,0,0,0,0,0,1,6,Engagement,Reward
2024-05-07 00:00:00,My job enables me to learn and develop new skills.,"Again i am able to learn a on the job skills when they come up. But am limited to what tasks come up and time limitations. I do feel i could learn more of others in the team but again thats limited to how much time they have to teach me things, most seem to be do busy to teach me (though Riju has made the time which is great) Adam has also helped me a bit as well.",0,0,0,0,1,0,6,Engagement,Growth
2024-05-06 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I strongly believe the refocus on commercial value drivers is a great opportunity to mature abcams business model. However Danaher and the abcam leadership needs to also recognize and capitalize the innovations that have grown within abcam and provide a competitive advantage.,0,0,1,0,0,0,8,Company questions,Transition
2024-04-08 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"My manager is well informed on most things including pay, but I would appreciate if future pay increases could better align with the increases in cost of living, otherwise it feels like my pay is constantly decreasing in real terms",0,0,0,0,0,1,8,Engagement,Reward
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,"lack of structure, accountability, accessible resources to do our job, time to experience the other internal opportunities that are always talked about",0,0,0,0,1,0,3,Engagement,Engagement
2024-05-02 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Overall good place to work. 
The office policy makes things more difficult. 
The shares used to be an encouraging scheme however losing that was disappointing.",0,0,0,0,0,1,6,Engagement,Engagement
2024-05-06 00:00:00,I'm given enough freedom to decide how to do my work.,Do I? Am I?,0,0,0,0,0,0,7,Engagement,Autonomy
2024-04-03 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"In terms of IT, we're massively emphasising the front end when it's the back end that needs the love AFAICS",0,0,1,0,0,0,5,Engagement,Strategy
2024-04-08 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,There will be  growth and learning opportunities,0,0,1,0,1,0,9,Company Questions,Transition
2024-04-05 00:00:00,My coworkers are committed to doing quality work.,"Our individual team is very productive, and it has been very neat watching each team member contribute and flourish with their unique skills. Let's keep this up.",1,0,0,1,0,0,9,Engagement,Peer Relationships
2024-04-05 00:00:00,"At work, my opinions seem to be valued.","yes, absolutely. My manager listen carefully to my opinios",0,0,0,1,0,0,9,Engagement,Freedom of Opinions
2024-05-07 00:00:00,I see how my work contributes to positive outcomes for our customers.,"Customers yes, it's others in Abcam that are the most sceptical and more likely to ignore my work",0,1,0,1,0,0,3,Engagement,Meaningful Work
2024-05-01 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"This is going to be a long one. The job itself really can be great. Most of my coworkers are great and the company always means well. But in my opinion, they have employed the wrong people into important positions that affects the culture. Resulting in mixed feelings from multiple employees. Having the right people in important positions is critical for numerous reasons. They are the cornerstone for the organizations success, culture, and future growth. They are the ones capable of making informed decisions, inspiring teams, and driving innovation, thereby directly impacting productivity and morale. Currently most of them are not fostering a positive environment, do not hold individuals accountable, and do not care about professional development among their team. I feel like the synergy of having the right people in key positions amplifies the organizations potential to navigate challenges, seize opportunities, and sustain growth. Currently, I feel like senior leadership is not providing us with that and it should really be looked at. It is important.",1,0,0,1,1,0,4,Engagement,Strategy
2024-05-01 00:00:00,I see a path for me to advance my career in our organization.,I think so...  particularly with Danaher now widening our opportunities even more,0,0,0,0,1,0,9,Engagement,Growth
2024-04-09 00:00:00,The demands of my workload are manageable.,that im good at what i do.,0,0,0,0,0,0,10,Engagement,Workload
2024-05-10 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"there is lot of uncertainity regarding pay raise, promotions .",0,0,0,0,0,1,3,Company questions,Transition
2024-04-03 00:00:00,My manager cares about my opinions.,"I have a great manager who openly listens, cares, and does a great job to help the team accomplish its goals",0,0,0,1,0,0,9,Engagement,Freedom of Opinions
2024-05-02 00:00:00,How likely is it that you would recommend Abcam as a place to work?,It's a great company with a vibrant professional environment and opportunities to grow your career,0,0,0,0,1,0,9,Engagement,Engagement
2024-04-08 00:00:00,I'm given enough freedom to decide how to do my work.,Everyone is aware what tasks need doing and we are allowed to do in whatever order or pace we want,0,0,0,1,0,0,8,Engagement,Autonomy
2024-05-02 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,we will see,0,0,1,0,0,0,5,Company questions,Transition
2024-04-03 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"Not managers fault, there is no budget  so no point talking about pay",0,0,0,0,1,0,0,Engagement,Reward
2024-05-01 00:00:00,My coworkers welcome opinions different from their own.,people seem very defensive these days maybe not operating in the spirit of transparency that DBS needs to succeed,0,0,0,1,0,0,3,Engagement,Freedom of Opinion
2024-04-04 00:00:00,My job enables me to learn and develop new skills.,I would like to have more time for personal development.,0,0,0,0,1,0,8,Engagement,Growth
2024-05-10 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"There's been lots of change & it's clear there's many more opportunities opening-up as part of Danaher. A lot of the change has been clearly for the better, but there's still apprehension as there's more to come.",0,0,1,0,0,0,9,Company questions,Transition
2024-05-03 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,"It's full on at the moment, which limits flexibility, but that is fine.",0,0,0,0,0,1,9,Engagement,Autonomy
2024-05-01 00:00:00,I can count on my coworkers to help out when needed.,Team play is amazing at Abcam! Everyone is willing to help and do their best to balance the load to also provide the ad-hoc support.,0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-04-05 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,I look forward to the Danaher Business Model to make abcam even better,0,0,1,0,0,0,10,Engagement,Strategy
2024-05-06 00:00:00,My manager provides me with the support that I need to complete my work.,Joey is off to a great start and is supportive in ways that I feel truly valued.,0,0,0,1,0,0,10,Engagement,Management Support
2024-04-08 00:00:00,"If I do great work, I know that it will be recognised.",In general Yes and the new reward scheme is great but Many people do great things but only 3 will be rewarded for it.,0,0,0,1,0,0,8,Engagement,Recognition
2024-04-04 00:00:00,The demands of my workload are manageable.,"There is enough time during the week to complete our core duties, however this sometimes does not leave much free time to complete extra duties (e.g. stock checks).",0,0,0,0,0,1,7,Engagement,Workload
2024-05-01 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,Obviously the transition strategy post Danaher acquisition is clear. Feels like the Abcam business goals and strategy may be not as visible as a result of this.,1,0,0,0,0,0,7,Engagement,Strategy
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Providing Abcam with baseline standards have already been a game changing experience. Excited for what the future holds for Abcam and all of the wonderful people making it the business it is today.,1,0,1,0,0,0,10,Company Questions,Transition
2024-05-06 00:00:00,The demands of my workload are manageable.,"Going back to the process changing mid project, its hard to do so when things change mid way through",0,0,0,0,0,1,5,Engagement,Workload
2024-05-10 00:00:00,My coworkers are committed to doing quality work.,"I have to believe this and if they are not, I have to believe their Managers would be working with them on how to improve their commitment. If your not committed to do quality work, then your are not passionate about it, if you are not passionate about it, you are in the wrong job. Love what you do!!",0,0,0,0,1,0,10,Engagement,Peer Relationships
2024-05-06 00:00:00,The demands of my workload are manageable.,Manageable but things could be better if systems were more streamlined and more efficient. I think we could help our customers faster and with more satisfaction,0,1,1,0,0,0,8,Engagement,Workload
2024-05-08 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"In general, the business goals are clear and well communicated. However, the strategies are less clear. More and better communication about the strategies been implemented, and our roles while executing those strategies could be very beneficial.",1,0,0,0,0,0,7,Engagement,Strategy
2024-05-01 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,"I have freedom to construct my agenda, which I value hugely. The only negative is 2-3 evening / night calls a week, but you can't change timezones from Singapore to Boston. The US team get up early, in Asia we stay late. That's just how it is. It is helpful when people are booking meetings if they can condense those calls to a Wednesday or Tuesday, as it enables me to spend time with my family on the other evenings",0,0,0,0,0,1,10,Engagement,Autonomy
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Amazing colleagues.  Challenging and interesting work.  I can't give it a 10 due to the location of the building and difficulty getting here.,0,0,0,1,0,0,9,Engagement,Engagement
2024-05-10 00:00:00,I'm satisfied with the amount of flexibility I have in my work schedule.,I have the freedom and flexibility to be involved with a lot of side issues that are not necessarily BAU but need to be picked up.,0,0,0,0,1,0,9,Engagement,Autonomy
2024-04-03 00:00:00,My job enables me to learn and develop new skills.,"Development opportunities have been significantly lacking for 12 months now. Too much focus on restructuring, which is simply a distraction from everyone getting the job done. We shouldn't be trying to reinvent the wheel for everything at once and instead should focus on action.",0,0,0,0,1,0,2,Engagement,Growth
2024-04-08 00:00:00,The demands of my workload are manageable.,I feel like I have three full time jobs,0,0,0,0,0,1,2,Engagement,Workload
2024-05-06 00:00:00,My coworkers welcome opinions different from their own.,"The score is related to the following: Sales and Distributor team do not have enough materials to upskill cross-selling. I think this would be Marketing area to provide materials and training. We have seen that nice material have been created in China but we are way behind, at the point they need help from the technical team. I hope new content (videos), interactive posters and bundles can be created soon so we can promote cross-selling. This would be helpful for all CMO.",0,0,0,0,1,0,3,Engagement,Freedom of Opinion
2024-05-06 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I think so, but I need to see how things like vacation time, health plans, work-life balance/scheduling flexibility, and pay will be affected before I can answer this with confidence.",0,0,0,0,0,1,8,Company questions,Transition
2024-05-09 00:00:00,My job enables me to learn and develop new skills.,too much workload causing no spared time for survey and learning other skills.,0,0,0,0,1,0,6,Engagement,Growth
2024-05-10 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,It's not clear what the goals of the leadership in my department are other than producing more product as fast as possible. There's been a few changes recently but those have all been reactive and not part of the year goals.,1,0,1,0,0,0,5,Engagement,Strategy
2024-05-07 00:00:00,I'm given enough freedom to decide how to do my work.,"Constant pressure from AP and SC, despite their lack of communication regarding planning. Always playing catch up.",0,0,0,0,1,0,6,Engagement,Autonomy
2024-05-01 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,"I still feel like it is a wait and see with Danaher even though its been 6 months. It is awkward being in HR, because staff will ask us when they'll hear about things and we don't know.",1,0,0,0,0,0,9,Engagement,Strategy
2024-04-05 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,Values are customer centric,1,1,0,0,0,0,9,Engagement,Organisational Fit
2024-04-03 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,Have never spoken to any of my multiple managers about my pay.,0,0,0,0,0,1,2,Engagement,Reward
2024-05-10 00:00:00,The demands of my workload are manageable.,"I'm confident that my concerns are listened to and considered, and I know I can have open & productive conversations with my manager & team.",0,0,0,0,0,1,9,Engagement,Workload
2024-04-09 00:00:00,My coworkers are committed to doing quality work.,"Some of them, not a good enough percentage though",0,0,0,1,0,0,3,Engagement,Peer Relationships
2024-05-01 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,The only one I ever had went nowhere,0,0,0,0,0,1,5,Engagement,Reward
2024-05-01 00:00:00,I see a path for me to advance my career in our organization.,"I do not want to line manage people, but feel I cannot advance without doing that.",0,0,0,0,1,0,8,Engagement,Growth
2024-05-08 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Uncertainty around ICP reward scheme. Workload is too much. despite having discussions around this recently, additional tasks are being assigned in addition to current workload. Instead of replacing Katharina, we should have hired RAs to pick up roles such as cell splits, transfections, gigipreps and split Katharina's responsibilities among those higher in the team such as senior scientists and scientists so they have the opportunity to develop and aim for career progression and spend less time doing time consuming, easier roles.",0,0,0,0,0,1,5,Engagement,Engagement
2024-05-06 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"So far, my experience with the Company has been very informative and a fulfilling learning experience. It is very comforting to know that the Company cares about the science and the delivery of outstanding data behind their products for ultimately great customer satisfaction.",0,1,0,0,0,0,10,Engagement,Engagement
2024-04-05 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I might have limited view of the organisation but using my vantage point I believe the transition would benefit Abcam and help mature the company quicker.,1,0,0,0,0,0,9,Company Questions,Transition
2024-05-03 00:00:00,"At work, I know what I'm expected to deliver.",Times where I feel like I do not have enough work to do has me wondering what I am expected to produce. Unclear communication within the team on who is responsible for what task and responsibilities not spread out across people in same role.,0,0,0,0,1,0,5,Engagement,Goal Setting
2024-04-08 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,I really agree with the new leaner model that Danaher is leading us towards but it feels like we are almost fighting it as we are turning more MTO products into MTS and carrying more product that should more than likely not have been made.,0,1,0,0,0,0,8,Engagement,Strategy
2024-05-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Danaher and this new acquisition has brought to light the lack of proper standards and procedures, especially when it comes to newer teams. I think that the acquisition will bring about much needed change to our processes.",1,0,0,0,0,0,9,Company questions,Transition
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Pre acquisition - 10/10. Post acquisition 7/10. The transition to new leadership has been tricky to navigate. Very top down - lots of misunderstandings with our way of working. New management seem to dismiss our feedback? Alan H was more bottom up in his style, which I preferred. Time will tell if this gets worse.",1,0,0,1,0,0,7,Engagement,Engagement
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Fast paced in and out of finance, autonomy in role",1,1,0,0,0,0,9,Engagement,Engagement
2024-04-09 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"Maybe, but it certainly doesn't feel that way.",0,0,0,0,0,1,5,Engagement,Reward
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,Its not for everyone. Wouldn't reccomend it but its right for me,1,0,0,0,0,0,4,Engagement,Engagement
2024-05-01 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Fantastic place, huge opportunities, great future",1,0,0,0,1,0,10,Engagement,Engagement
2024-05-10 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"It feels positive so far, there is a lot of change going on. I would like to see a time when this is settled.",1,0,0,0,0,0,9,Company questions,Transition
2024-04-09 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,It is still early and a lot of change taking place. Too early to see whether this is a positive or negative impact.,1,0,0,0,0,0,7,Company Questions,Transition
2024-04-09 00:00:00,I can count on my coworkers to help out when needed.,No issues within the team but if we need to reach out to the wider digital teams it feel difficult with how they seem to work,0,0,0,1,0,0,6,Engagement,Peer Relationships
2024-05-08 00:00:00,Abcam's values provide a good fit with the things that I consider important in life.,"Although Abcam says that they support flexible working, this is not 100% true. While they do support, and are very good at, supporting flexible working on a day-to-day basis, they are not supportive when it comes to how many hours are worked per week. Abcam also just released its gender pay gap report, observing that there are fewer women in senior positions. It is hard to progress when you have to choose between your family and your career.",0,0,0,0,0,1,3,Engagement,Organizational fit
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,Nice culture and nice leaders with profession,0,0,0,1,0,0,9,Engagement,Engagement
2024-04-09 00:00:00,I can count on my coworkers to help out when needed.,Very talented co-workers and managers.,0,0,0,1,0,0,7,Engagement,Peer Relationships
2024-04-03 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,"Communication has been greatly improved. We have clear benchmarks after receiving the X-matrix, and the planning department is already putting processes in place to directly impact those metrics.",0,1,0,0,0,0,9,Engagement,Strategy
2024-05-09 00:00:00,"At work, I know what I'm expected to deliver.",Recent conflicting priorities have made this more difficult but I'm sure this will improve once over the workload hump.,1,0,0,0,0,0,8,Engagement,Goal Setting
2024-05-07 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,delay to salary changes is not good,0,0,0,0,0,1,5,Company questions,Transition
2024-05-01 00:00:00,My manager cares about my opinions.,"My manager asks, listens, responds and actively seeks out my opinions",0,0,0,1,0,0,10,Engagement,Freedom of Opinion
2024-05-01 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,"I understand we're going through change as Danaher are still in the process of aligning the way Abcam needs to do things, but goal setting down to teams and the relevant communication to the teams is pretty poor and almost always seemingly delayed.

Strategy communication has improved slightly but with the takeover that dynamic and landscape is also in change.",0,1,0,0,0,0,6,Engagement,Strategy
2024-04-03 00:00:00,My job enables me to learn and develop new skills.,Always learning and growing,0,0,0,0,1,0,10,Engagement,Growth
2024-05-10 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.","it's getting harder and harder to schedule rooms with the overlapping meetings and calendars not being accurate. I recently had to move my meeting to three different rooms before I could start. My original meeting room was double booked, the meeting room I moved it to (listed as available) had a meeting that had been scheduled there for months, then if I wanted to officially send the updated room a third time, I'd be sending three emails to everyone on my invite list just because of calendar mess ups. This resulted in people joining late not knowing where to go and assuming the meeting had ended already.",0,1,0,0,0,0,6,Engagement,Environment
2024-04-03 00:00:00,I can count on my coworkers to help out when needed.,"I despise most of my team and can't trust them to do the task they do everyday,",0,0,0,1,0,0,1,Engagement,Peer Relationships
2024-05-06 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,My manager has never asked me about pay. It almost never comes up and it is not a topic I like to talk about myself. My 1:1s with my manager are too formal and I have to list out the agenda in advance.,0,0,0,0,1,0,5,Engagement,Reward
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,Team are great,0,0,0,1,0,0,8,Engagement,Engagement
2024-05-01 00:00:00,The demands of my workload are manageable.,"Overall yes. Some periods are busier than others, but in general yes.",0,0,0,0,0,1,9,Engagement,Workload
2024-05-06 00:00:00,How likely is it that you would recommend Abcam as a place to work?,"Employee satisfaction can vary due to the inconsistent standards between people with the same job title. There is often a lack of merit to act as a highly productive worker, as there are no visible rewards and the people that are underperforming as treat just as well.
 There is a lack of communication between departments and a set protocol/agent to handles error due to miscommunication. The responsibilities to amend any issue falls on the people unrelated to the problem rather than the managers who are often away due to meetings.",0,0,0,1,0,0,5,Engagement,Engagement
2024-04-09 00:00:00,I can count on my coworkers to help out when needed.,The A/R team is always willing to help each other..,0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-04-08 00:00:00,The demands of my workload are manageable.,I am often given multiple tasks at once to handle. I am good with multi tasking and enjoy being busy and hardwork. But I feel that I am never able to keep up with what is given to me recently and even when I mention workload I am given more. I often stay late at work and still don't feel that I am on top of everything. This makes me feel like I am doing multiple tasks to a lower standard and in a rush,0,0,0,0,0,1,6,Engagement,Workload
2024-05-09 00:00:00,I feel that I’m growing professionally.,I have been given such great opportunities to grow since I joined Abcam and have been encouraged to go outside of my comfort zone. I need to further develop by making more time for my development (but this is on me).,0,0,0,0,1,0,9,Engagement,Growth
2024-05-01 00:00:00,My manager provides me with the support that I need to complete my work.,"always attentive, helpful, and supportive.  Very amazing person",0,0,0,1,0,0,10,Engagement,Management Support
2024-04-09 00:00:00,I'm given enough freedom to decide how to do my work.,However as a team we have guidelines to follow,0,0,0,1,0,0,10,Engagement,Autonomy
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"Still waiting to hear about changes to roles and salaries, benefits etc do hard to day until we get clarification.",0,0,0,0,0,1,5,Company Questions,Transition
2024-05-02 00:00:00,My job enables me to learn and develop new skills.,There is always GREAT learning opportunities.,0,0,0,0,1,0,10,Engagement,Growth
2024-05-09 00:00:00,My job enables me to learn and develop new skills.,Good range of new interesting projects to get involved in,1,0,0,0,1,0,9,Engagement,Growth
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,"less likely unfortunately. pay is still not adequate to tasks, responsibilities employees have on daily basis. No extra financial benefits bonuses etc.",0,0,0,0,0,1,8,Engagement,Engagement
2024-05-07 00:00:00,My coworkers are committed to doing quality work.,I never question the quality,0,0,0,1,0,0,10,Engagement,Peer Relationships
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Eventually. It's a lot of hard work now! And not always obvious how the detailed level of reporting will help us.,0,1,0,0,0,0,8,Company Questions,Transition
2024-04-03 00:00:00,I feel that I’m growing professionally.,"Development has almost entirely stalled, which has now lasted almost 12 months. Opportunities seem restricted to a minority of associates and are not based on performance. Talent is clearly much harder to retain.",0,0,0,0,1,0,2,Engagement,Growth
2024-05-01 00:00:00,I have the opportunity to do challenging things at work.,My role seems to grow monthly :-),0,0,0,0,1,0,10,Engagement,Accomplishment
2024-04-04 00:00:00,My job enables me to learn and develop new skills.,"All the time, I am always challenged and so therefore developing new skills",0,0,1,0,1,0,9,Engagement,Growth
2024-05-01 00:00:00,"Most days, I feel a sense of accomplishment from what I do.",Kind of? Sometimes I feel like I'm making a difference when we hear success stories but most of the time I feel like we're just here to make a company money - like most jobs.,1,0,0,0,0,0,5,Engagement,Accomplishment
2024-04-03 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I think it is still to early to know this however each time we have a townhall or meeting or are involved in something to do with a change they are bringing in I get excited at the prospects that could come and also feel excited for my own learning and career,0,0,1,0,1,0,7,Company Questions,Transition
2024-04-03 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,The townhall with Markus is helpful.,0,0,0,1,0,0,6,Engagement,Strategy
2024-04-09 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Uncertain on how transition will affect me just yet. Keen to know what'll be replacing the share scheme.,0,0,0,0,0,1,7,Company Questions,Transition
2024-04-03 00:00:00,I see a path for me to advance my career in our organisation.,Not at the moment. Getting close to a point where I will be itching for something new and exciting. Still enjoying learning the bits I can from the integration.,0,0,0,0,1,0,5,Engagement,Growth
2024-04-03 00:00:00,My manager provides me with the support I need to complete my work.,Adam is great.,0,0,0,1,0,0,10,Engagement,Management Support
2024-04-03 00:00:00,I have the opportunity to do challenging things at work.,Continued change is used as an excuse to not empower individuals and as a distraction from development opportunities.,0,0,0,0,1,0,4,Engagement,Accomplishment
2024-04-09 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,I haven't really brought up pay in 1on1's because I felt as though budget is tight & I don't how to really how to bring it up,0,0,0,0,0,1,5,Engagement,Reward
2024-05-11 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I am cautiously optimistic.,1,0,0,0,0,0,10,Company questions,Transition
2024-05-10 00:00:00,Our organization does a good job of communicating the goals and strategies set by senior leadership.,"I know Danaher integration is a big goal, but I'm less clear on Abcam's strategy to be a successful OpCo.",1,0,0,0,0,0,7,Engagement,Strategy
2024-04-08 00:00:00,I feel that I’m growing professionally.,It would be helpful to have a little more time for training but on the whole things are good,0,0,0,0,1,0,8,Engagement,Growth
2024-04-03 00:00:00,I have the opportunity to do challenging things at work.,It's been a constant challenge,0,0,1,0,0,0,10,Engagement,Accomplishment
2024-04-03 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.","Meeting rooms in Eugene are starting to be heavily utilized, which is a good sign, but I think we need additional meeting rooms as conversations in common areas can be heard across the office.",0,0,0,0,0,1,7,Engagement,Environment
2024-04-09 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,I don't know. We have been given very little communication as to how this will actually affect the employees of abcam and whether we will be getting a program to replace the Abcam Growth Plan.,0,0,0,1,0,1,6,Company Questions,Transition
2024-05-06 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"""We don't have the budget"" does not assuage our worries about our career here. It feels like a convenient saying at times. It would be preferrable to follow up such comments by addressing when the next time the budget will be re-evaluated. Then assuring the worker how upper management will consider the effort and time they currently have put into their work, rather than expecting them to continue working at their current pace without compensation.",0,0,0,1,0,0,6,Engagement,Reward
2024-04-03 00:00:00,How likely is it you would recommend Abcam as a place to work?,"Good work environment, flexible schedules if you are a student/parent. The ability to move through departments if you'd like to grow professionally (as long as there is open positions)",0,0,0,0,1,1,10,Engagement,Engagement
2024-05-01 00:00:00,"When in the office and I need a break, my workplace has spaces to chat and relax with others.",Yes accommodation at my office is pretty good.,0,0,0,0,0,1,8,Engagement,Environment
2024-05-02 00:00:00,My manager provides me with the support that I need to complete my work.,"While Lisa does provide support by frequently coming into the lab and helping out, I believe that a fairer approach would involve her delegating tasks and avoiding favouritism. This would make me feel more supported. It appears that certain members of the team contribute significantly less and have more leisure time, which creates a sense of unfairness.",0,0,0,1,0,0,7,Engagement,Management Support
2024-05-01 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,To early to say,1,0,0,0,0,0,5,Company questions,Transition
2024-04-03 00:00:00,The overall business goals and strategies set by senior leadership are taking Abcam in the right direction.,I don´t know,1,0,1,0,0,0,7,Engagement,Strategy
2024-04-04 00:00:00,How likely is it you would recommend Abcam as a place to work?,Opportunities to grow within the company are limited,0,0,0,0,1,0,2,Engagement,Engagement
2024-04-03 00:00:00,I'm given enough freedom to decide how to do my work.,"I am very happy with my manager because she lets us work in our own way, obviously within rules and procedures.",0,0,0,1,0,0,9,Engagement,Autonomy
2024-04-03 00:00:00,The demands of my workload are manageable.,Our KPI's for the antibody team I feel are quite high. I am worried about hitting these monthly KPI's as there are only three (two of which are mainly lab based) people in our antibody team and only one AKTA Avant that can be used at a time in order to push through both the chimeras and the SBCC's. As well as the fact that the chimeras are proving more tricky.,1,0,1,0,0,0,6,Engagement,Workload
2024-05-01 00:00:00,I see a path for me to advance my career in our organization.,"Although this can be improved upon for the wider team members, Supply Chain does have a pretty clear career scheme.",0,0,0,0,1,0,9,Engagement,Growth
2024-05-07 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,Excited to see what future changes there are - and how I can be a part of it!,1,0,0,0,0,0,10,Company questions,Transition
2024-04-05 00:00:00,I can have well-informed and constructive conversations with my manager about pay.,"I think that my manager has very good intentions to have a well informed conversation with me about pay, although Abcam's policy is not to publish salary band ( conversely other Abcam competitors do publish salary bands openly for every position) there is not a clear point of understanding to where I am sitting, where I am going with my salary regarding my position",0,0,0,1,1,0,7,Engagement,Reward
2024-04-09 00:00:00,My coworkers welcome opinions different from their own.,"True most of the time, although some individuals need to be better at it.",0,0,0,1,0,0,8,Engagement,Freedom of Opinions
2024-04-09 00:00:00,I believe a positive change will occur as a result of the transition to become part of Danaher.,"I think some positive change is happening especially to our workflow and how DBS is being brought in. It is amazing. However, without talking about critical subjects such as; rewards & benefits, how the culture will develop and what we will do about the revenue gaps, we are completely undervaluing talent & not keeping the wider business informed on issues being actively worked on - this is not positive.",0,0,1,1,0,1,6,Company Questions,Transition
2024-04-03 00:00:00,Our organisation does a good job of communicating the goals and strategies set by senior leadership.,"Recently there have been some sessions around this and thats good. However there was a bit of a gap between acquisition by Danaher and recently where things weren't communicated that well. However lots of moving parts during this phase and, to a point, understandable.",0,0,1,1,0,0,6,Engagement,Strategy
2024-05-06 00:00:00,"When in the office, I can easily find space away from my desk for conversations and collaboration with others.",I don't care for the open office space.  Very noisy at times.,0,0,0,0,0,1,8,Engagement,Environment
